"","x"
"151",101.276810902903
"152",100.425824081237
"153",100.660509215394
"154",105.091805179897
"155",98.5192480586903
"156",99.4458745376197
"157",99.5890042241699
"158",97.4828150689482
"159",101.223964836886
"160",100.076697389036
"161",98.6837717968651
"162",100.822032234178
"163",99.9436361025391
"164",100.347577895055
"165",101.171997012878
"166",105.757072172375
"167",100.325006095543
"168",98.7086622670504
"169",98.5563337007541
"170",99.7281662810832
"171",99.2909566398294
"172",97.7476247759986
"173",100.147557526318
"174",100.768454609157
"175",99.2238730117437
"176",95.7634465626033
"177",97.3244348556236
"178",99.5740652324961
"179",99.8813764527249
"180",100.092723361893
"181",100.756530835166
"182",99.7401647806302
"183",100.316036587557
"184",100.802373284627
"185",99.4536055956326
"186",100.252226665948
"187",102.849666795241
"188",99.3643490099131
"189",98.0646168906698
"190",100.144255939699
"191",99.4582955544707
"192",100.517719844093
"193",100.93607626739
"194",96.9165259261724
"195",99.0415901737313
"196",99.8359151852092
"197",100.738450871682
"198",97.0984119570397
"199",99.7818528108056
"200",104.176389587879
"201",99.3157507205547
"202",98.5808825385139
"203",100.644511914548
"204",99.2619128221157
"205",99.0648013486844
"206",100.050677204336
"207",100.127318526396
"208",101.4695336163
"209",99.4480756392829
"210",100.491682776386
"211",98.2285597779075
"212",101.765383683059
"213",99.5036435871801
"214",101.016900926899
"215",100.105686653962
"216",101.011531076523
"217",98.3796207450888
"218",98.5961281667757
"219",99.4047080441183
"220",99.3764491933974
"221",99.8150190040698
"222",99.0478915466995
"223",101.350679479109
"224",99.2307453661016
"225",100.810518718318
"226",96.2839080945849
"227",99.2296356621074
"228",100.703916639887
"229",99.4024042115462
"230",100.999523090892
"231",100.143991805783
"232",99.9804180680968
"233",98.3047005944273
"234",100.564732374316
"235",100.029419589727
"236",104.088157099413
"237",100.614803427942
"238",99.714557171152
"239",99.7260348003147
"240",100.077544294663
"241",96.4142913717342
"242",98.9973362023446
"243",100.254360964852
"244",99.2768529511726
"245",99.3613025145294
"246",98.9228927702916
"247",103.172673276384
"248",100.667871805053
"249",97.7471981770865
"250",100.162287382836
"251",98.5028711616274
"252",101.873763907621
"253",99.1692599994112
"254",99.9714722381807
"255",98.8617956008037
"256",102.18242579827
"257",103.829845444747
"258",98.7052526066374
"259",101.06228083719
"260",100.039782773453
"261",101.453243461242
"262",98.8571360569949
"263",92.2620462317681
"264",102.642915007929
"265",102.496002631192
"266",101.652530374643
"267",95.4789859661463
"268",99.6495554389352
"269",99.9498422720475
"270",100.314374576399
"271",100.493137135851
"272",101.999086363938
"273",98.8894759456216
"274",101.343286109002
"275",99.4360422460789
"276",101.00347162123
"277",93.3340399217278
"278",99.0660355078679
"279",100.542490362781
"280",100.006866862942
"281",95.6730550291351
"282",99.8284929843824
"283",99.6445325965933
"284",89.3141835278024
"285",101.940352421707
"286",97.8800101837708
"287",99.771372242107
"288",100.098732346374
"289",98.9043483448827
"290",100.00029957234
"291",95.9584570340883
"292",100.089073569978
"293",107.177911230931
"294",101.768807562327
"295",99.1248245085612
"296",99.8956271560594
"297",99.6129231508125
"298",102.704672142582
"299",99.5166954477691
"300",100.371134380777
"301",101.096738879561
"302",99.6434479156537
"303",96.4428072230948
"304",98.7717563702157
"305",101.913063032653
"306",99.6334899871231
"307",98.8425763359188
"308",100.105968218014
"309",99.8885878628218
"310",102.701064985542
"311",97.8054830752425
"312",99.5425618777229
"313",99.8004421382494
"314",99.4176638683702
"315",100.49664059046
"316",100.141130658216
"317",100.524573336471
"318",100.118808390765
"319",100.597260836707
"320",100.832026438012
"321",101.210831527905
"322",99.4247984399426
"323",100.319691727574
"324",100.093420468207
"325",99.5737968505854
"326",99.1741421580036
"327",100.702235873857
"328",86.6302185235836
"329",100.003393278757
"330",97.9509990525431
"331",100.031630054859
"332",90.886039033466
"333",100.370551163135
"334",101.479000692739
"335",98.1021549943642
"336",99.3069821437354
"337",102.489591236865
"338",101.630382382482
"339",98.9307536221379
"340",102.926196916449
"341",98.9944599895268
"342",101.783285433459
"343",100.36836982658
"344",100.536628631996
"345",100.098843274597
"346",99.4793824935408
"347",98.8711666305521
"348",100.290418100795
"349",97.6887153540497
"350",100.752857744088
"351",100.082187038609
"352",100.383479754805
"353",99.3990163938953
"354",100.062724110935
"355",96.183688984729
"356",98.8346699558333
"357",101.489056660788
"358",99.4412939388581
"359",99.7603767372036
"360",98.9091097217691
"361",100.334451556629
"362",99.1046059274835
"363",103.057112032024
"364",99.5897376913215
"365",98.6024571107652
"366",100.482959519108
"367",100.878451369678
"368",99.3878314762256
"369",99.4216060926495
"370",99.461354225102
"371",99.0534066986037
"372",101.334117145349
"373",100.7943960238
"374",100.804370262702
"375",100.06887108663
"376",100.100686524347
"377",99.2495191469655
"378",97.9156656071696
"379",99.9563749172451
"380",101.106304736497
"381",99.6059033308335
"382",100.81798947585
"383",105.468223968219
"384",101.237814237056
"385",99.1631379338046
"386",100.247881769696
"387",98.5533348929924
"388",101.813921803719
"389",101.411760392893
"390",98.9328786979124
"391",99.9016750122732
"392",98.7016135234877
"393",100.985376122866
"394",101.079346933202
"395",102.552206727753
"396",100.322142909815
"397",99.2895967982162
"398",98.1401294513037
"399",101.007895941407
"400",100.430231653483
"401",100.588627165661
"402",100.554292370231
"403",100.521840493978
"404",99.8827260158837
"405",100.745393422636
"406",101.693228530707
"407",99.4383213374516
"408",98.7347510549152
"409",99.7275705285193
"410",100.09283369577
"411",99.3026540626969
"412",100.560364484107
"413",100.34876003576
"414",98.7198658510406
"415",98.5919949977639
"416",99.9841725900475
"417",101.035851300132
"418",100.043574923002
"419",100.184795734275
"420",100.474184222342
"421",99.8268014264966
"422",98.9261787774813
"423",100.220772260486
"424",99.9672235280275
"425",102.946717187365
"426",100.505024736676
"427",101.088677286974
"428",100.08557096487
"429",100.343832121532
"430",104.92554863883
"431",102.422999640253
"432",100.257821265175
"433",98.7315512955458
"434",99.9890897337372
"435",100.906245373517
"436",99.3861505254569
"437",103.303091629013
"438",101.229661419694
"439",100.914777164307
"440",100.576285156348
"441",101.7669063625
"442",99.6798883870271
"443",100.606562931415
"444",93.9018502711481
"445",101.644454136328
"446",99.9766751249254
"447",101.799554855855
"448",99.9451750835608
"449",100.084667150302
"450",100.634350235397
"451",108.707132701441
"452",99.3170825606595
"453",100.516101911627
"454",100.616487054071
"455",100.668551419165
"456",100.219270705695
"457",102.048518838495
"458",100.054568314897
"459",100.197720739038
"460",98.8397264582613
"461",99.2001310814656
"462",99.0130489075273
"463",100.021122736775
"464",99.6699380772052
"465",101.115021784346
"466",101.313337274637
"467",101.332139542745
"468",98.2679436420087
"469",100.102329467301
"470",100.285306201155
"471",99.3929777304675
"472",100.061910670896
"473",99.2439996147355
"474",100.157004388234
"475",101.552236192131
"476",98.6386325371806
"477",100.549462237085
"478",99.8427951177625
"479",100.493942808285
"480",101.166422761953
"481",99.3875478900969
"482",99.8600479629463
"483",100.493973090933
"484",99.3196418810685
"485",98.6245605132919
"486",99.9044083450636
"487",99.6156164302577
"488",101.506026527182
"489",98.8861716088044
"490",99.427714024554
"491",98.8741904087019
"492",98.6581987964717
"493",98.6910873651477
"494",101.561798402377
"495",101.363106028953
"496",99.655171476968
"497",100.902408307772
"498",99.5804998772661
"499",89.0885580525549
"500",100.082027027425
"501",99.5236013417896
"502",99.4739412657585
"503",93.359826294659
"504",100.264406147227
"505",103.116032917129
"506",100.240795429918
"507",100.590598445677
"508",99.9223236373336
"509",99.3372436129152
"510",98.8522006256673
"511",99.9767625922379
"512",107.501995058097
"513",97.4723873749691
"514",97.7717742970008
"515",99.7798485393745
"516",99.3115030088266
"517",100.150493194897
"518",100.617527092724
"519",99.8685551335744
"520",100.353068555309
"521",100.718217854035
"522",100.69279996533
"523",101.224449533141
"524",100.33115069334
"525",99.179036363101
"526",100.17736609034
"527",97.2751567786361
"528",100.760133116566
"529",99.6381365552994
"530",99.2132210740123
"531",98.8244707457265
"532",98.7219661186637
"533",102.967426330903
"534",99.7390865479127
"535",100.192653697309
"536",99.224895164352
"537",99.4634236851739
"538",98.6048204196871
"539",100.459029253053
"540",101.927874117934
"541",101.98529147107
"542",99.3507961412306
"543",99.0902631823684
"544",97.5333585841551
"545",98.570823530425
"546",98.2620715868372
"547",100.874561592816
"548",99.2357695114034
"549",99.6103924760423
"550",101.228124248712
"551",99.9698591592631
"552",102.913156164954
"553",108.154842229014
"554",100.70671051563
"555",100.278324506414
"556",100.178356065556
"557",98.7512098528659
"558",100.925741576377
"559",99.6755345321815
"560",99.9879131893487
"561",101.440137450512
"562",99.6057063707982
"563",97.7974561160786
"564",99.3083291775004
"565",107.940847678447
"566",100.497086054497
"567",99.5130951175774
"568",100.451861057996
"569",100.084851570772
"570",98.641538193073
"571",98.3047975165962
"572",99.3614332174842
"573",101.652003463933
"574",97.5672716185347
"575",99.3790378396829
"576",98.6648968985977
"577",99.2382834588381
"578",99.1366430100017
"579",100.338136156968
"580",99.2065918929466
"581",102.356937354177
"582",99.1694869261496
"583",101.177732977537
"584",102.0622480548
"585",87.6095083515363
"586",101.275528744249
"587",100.042539082918
"588",98.9646872924737
"589",102.105032443381
"590",99.5586304409672
"591",99.163623124652
"592",100.057457797365
"593",98.3456183233826
"594",102.62091742719
"595",98.6789751415847
"596",99.610302688635
"597",98.924927071325
"598",101.009207858066
"599",101.647422134744
"600",102.524472104814
"601",97.7606402967265
"602",97.2469278242281
"603",99.7711326770913
"604",126.364515039175
"605",100.806064672272
"606",103.076687264188
"607",92.5188239987158
"608",98.4284583933873
"609",99.4428952358877
"610",99.3487544112461
"611",100.178018885628
"612",101.633380591368
"613",98.9137168658556
"614",100.446500328479
"615",100.605578135357
"616",100.551853647051
"617",98.146375708486
"618",100.029636918424
"619",99.2045095142074
"620",99.5897948738378
"621",99.9073171629076
"622",101.820046153075
"623",97.1210011666492
"624",96.7655748339381
"625",101.403853671673
"626",97.0586996991585
"627",100.727325109854
"628",99.9174436138361
"629",100.889267098897
"630",98.8686400193054
"631",88.0134777047481
"632",101.025311079223
"633",98.6720152474711
"634",101.549228083351
"635",99.8488624676272
"636",99.9094489221037
"637",100.375061391227
"638",100.485741196546
"639",98.8752240956697
"640",100.072195361167
"641",99.9448485958362
"642",98.5796770863542
"643",98.3107525228078
"644",95.8103225347667
"645",98.2712133632797
"646",100.961164969577
"647",97.11548003189
"648",96.2551461692604
"649",98.8063984793298
"650",99.8706836188521
"651",99.3339940239221
"652",100.178985284068
"653",101.193541218027
"654",98.9419648019045
"655",100.87448805186
"656",100.250905323737
"657",99.4700335669562
"658",99.7938121678203
"659",101.239980365397
"660",100.610738569632
"661",100.561017115404
"662",101.107448540254
"663",100.307208539319
"664",102.765668761863
"665",100.24697444807
"666",101.217575957547
"667",97.808375785689
"668",99.0329189958148
"669",96.0093544676179
"670",99.1297477043092
"671",100.059815084484
"672",99.7071156930925
"673",99.6397088852906
"674",100.320519589198
"675",99.2724615258492
"676",101.505638149313
"677",99.5923604057422
"678",99.6700334734615
"679",100.643824374587
"680",98.162646715083
"681",105.43825681116
"682",99.4381047366364
"683",99.6102236417987
"684",100.685788189918
"685",106.975206313591
"686",99.9817533508421
"687",99.841191805252
"688",97.3767408753027
"689",100.046993021942
"690",100.647789283206
"691",100.459773001549
"692",100.109028110061
"693",100.361616952269
"694",100.888115623357
"695",101.593980000771
"696",99.9841332764642
"697",105.308195772316
"698",99.2554754075274
"699",101.280328441555
"700",99.7122082000394
"701",100.301427613344
"702",101.280184292748
"703",99.7524923525851
"704",96.9449920550367
"705",99.3593335035389
"706",98.6554757684162
"707",100.215479061822
"708",96.0847602363654
"709",99.2648619922818
"710",102.556135655192
"711",100.511698194667
"712",99.7923291451102
"713",100.13112961409
"714",103.052206792396
"715",99.8814219239
"716",104.365825864679
"717",98.5896302461
"718",102.808985719496
"719",101.943416330847
"720",99.6416017375517
"721",100.826348412488
"722",99.1842896236462
"723",101.368482310632
"724",99.2021622252029
"725",102.381731090778
"726",99.5267788404079
"727",99.1222569968255
"728",99.598429419625
"729",102.057858953646
"730",100.193684055365
"731",99.6210896207287
"732",101.976899667852
"733",99.6480415905463
"734",102.57617838934
"735",97.4054907491135
"736",99.6504119748922
"737",96.9804535278554
"738",99.1047166556811
"739",99.187835808456
"740",102.500790268845
"741",104.398006356871
"742",100.965647704154
"743",100.980204337404
"744",100.194087414695
"745",95.0494200247105
"746",100.516825581522
"747",99.3738688370488
"748",103.546239095681
"749",98.4014155117958
"750",99.8895592167064
"751",99.9277449711073
"752",99.2511814850784
"753",100.686554361173
"754",101.410026092548
"755",101.62975820803
"756",98.0605716766018
"757",98.6091302206642
"758",98.3904441594572
"759",99.7193313384631
"760",99.3145717689711
"761",99.1490431994332
"762",99.6447283606046
"763",103.165407137524
"764",97.3514915460909
"765",99.7724749387764
"766",99.3894245363942
"767",99.5254660392665
"768",99.8668131696952
"769",101.901804832222
"770",99.6617801408335
"771",97.8051920441466
"772",101.118879333983
"773",100.122165727856
"774",99.4215206256702
"775",93.8930671718209
"776",94.5642199834002
"777",100.846023902287
"778",99.6014328718458
"779",99.4161808223558
"780",96.4682659786649
"781",100.820789701633
"782",99.9299648413362
"783",101.033578979113
"784",99.9305758196715
"785",98.712633227948
"786",101.480069846977
"787",101.814521217672
"788",101.197532176519
"789",98.8385300206343
"790",101.378314823883
"791",100.017795485554
"792",98.3265778456783
"793",95.3974653113339
"794",99.4188271727684
"795",101.562855164829
"796",100.038289882433
"797",99.7373052504899
"798",100.649184935786
"799",90.7296737972267
"800",100.158101794084
"801",100.248734392147
"802",100.78361169399
"803",100.375659059995
"804",99.0740337948624
"805",100.153454698766
"806",102.038981440024
"807",99.7937018165681
"808",101.71249867246
"809",98.042831680081
"810",98.5024910475668
"811",100.19028251373
"812",101.339511540235
"813",100.024687779876
"814",100.989891906376
"815",100.354364569937
"816",97.2481448508998
"817",98.9917404268152
"818",99.7224030254142
"819",99.8780702923941
"820",100.91313395002
"821",92.7820839763586
"822",99.3543544826938
"823",100.50703452297
"824",100.451847175864
"825",99.5907278183245
"826",103.120353025997
"827",99.9090870936023
"828",101.418862824493
"829",98.8905501734388
"830",98.0196107570357
"831",100.136666714041
"832",101.719206800526
"833",99.9406500014362
"834",136.266030429638
"835",99.6990268309614
"836",99.3217807825684
"837",100.08693899788
"838",100.097833525494
"839",99.8966565657279
"840",98.0948702266116
"841",99.8343226855563
"842",101.581536688
"843",97.4671289843662
"844",99.3815427378542
"845",100.627440667143
"846",102.087503068732
"847",99.1515419604279
"848",95.9110849584203
"849",100.849665542953
"850",100.08273727971
"851",99.8273987306422
"852",99.8713937478535
"853",103.4107962263
"854",101.681220880066
"855",99.7683541408281
"856",98.6356118508202
"857",97.2653688460015
"858",99.5396732901521
"859",101.584250832028
"860",100.410686199171
"861",99.796012431982
"862",98.4373899498491
"863",100.632371285081
"864",98.633273321662
"865",99.6047640474727
"866",100.998356499117
"867",100.137675311997
"868",91.8613442073219
"869",106.889053173185
"870",101.272785864838
"871",101.031737670752
"872",100.035931526509
"873",102.516779707467
"874",102.633021018078
"875",99.8448904916387
"876",98.8303578577248
"877",101.972136579581
"878",99.4470588851209
"879",99.7698521160031
"880",96.8023793179113
"881",98.6102389638628
"882",100.354934178614
"883",101.125161919073
"884",102.934456776656
"885",98.2998169065057
"886",99.0805635985514
"887",100.229457244363
"888",99.0752969990314
"889",100.586956770554
"890",100.400753001721
"891",99.1713259659779
"892",99.4881359671253
"893",99.3432225599802
"894",99.8476350058899
"895",102.829281958541
"896",98.6211356181653
"897",103.205329966776
"898",99.5894629904022
"899",102.641083947171
"900",99.3081545457519
"901",101.45938448246
"902",97.7423106011385
"903",99.394177949705
"904",99.7065087770809
"905",99.0707648887791
"906",100.806319078279
"907",99.9765168333375
"908",99.5213377328253
"909",99.9111760646968
"910",101.22172980892
"911",98.7246831120392
"912",102.125167095317
"913",100.539254885017
"914",101.41793653329
"915",102.192822985574
"916",99.4989552782446
"917",100.917305554447
"918",101.612851660073
"919",100.529553475548
"920",100.830968260524
"921",100.208643840344
"922",100.118634671247
"923",100.050598448335
"924",102.990468788461
"925",100.265326253223
"926",100.740559292321
"927",99.3513035611033
"928",99.2107969695307
"929",100.737253837412
"930",99.5817629167719
"931",98.8559100538821
"932",98.3247728966794
"933",99.7169516516944
"934",98.3561563029287
"935",99.9497498291041
"936",100.47580951045
"937",100.467544719991
"938",98.6562040346643
"939",98.2691475190264
"940",100.820404865066
"941",98.7823430500631
"942",100.718239174066
"943",99.5374837593751
"944",98.3607876260451
"945",101.591412748214
"946",97.0552417049945
"947",100.976652889584
"948",100.062451490388
"949",101.383301193676
"950",97.4944747045278
"951",99.0906167397765
"952",100.183873541308
"953",99.1081929351179
"954",100.015257465018
"955",101.39356164344
"956",100.449696346995
"957",100.030671559376
"958",100.420520102665
"959",99.6460829626149
"960",99.8998362411212
"961",99.7128326046006
"962",96.0947968420931
"963",100.399102685401
"964",105.649061482073
"965",99.4106753358405
"966",101.51361610657
"967",100.688246320776
"968",101.231295595196
"969",99.191939484513
"970",100.495981518749
"971",100.003547479031
"972",99.6301500102062
"973",101.931162105742
"974",99.5677914257356
"975",100.352327939603
"976",100.187693686924
"977",99.212523031004
"978",100.829940949525
"979",99.2195903688506
"980",104.848074770883
"981",102.373295881855
"982",99.3922386379022
"983",100.792204872162
"984",99.2936690389053
"985",99.8148147647311
"986",100.456550386188
"987",99.3260423075839
"988",97.9714170099426
"989",99.5953775140192
"990",99.3729602442572
"991",100.059187579136
"992",99.3476738990788
"993",101.046577258492
"994",101.398958504575
"995",101.345747614806
"996",98.4575527794922
"997",99.1978463975143
"998",95.9542544616645
"999",101.38241359064
"1000",99.1807517158572
"1001",99.8180495772022
"1002",99.7958413239481
"1003",101.250505135239
"1004",99.2736828462997
"1005",101.280456614028
"1006",103.490997102826
"1007",99.4729983553431
"1008",101.08055433611
"1009",98.2635460127804
"1010",100.588310687637
"1011",99.9606047008081
"1012",99.8813833376918
"1013",98.7593011334263
"1014",98.6526598778203
"1015",99.9459023184117
"1016",100.127965052658
"1017",102.513172589064
"1018",101.072953785747
"1019",100.989707850509
"1020",100.460957703875
"1021",100.952890913861
"1022",102.263236720042
"1023",101.228051569309
"1024",103.218270495563
"1025",103.912804336411
"1026",99.616638848659
"1027",102.997667208446
"1028",100.088557871346
"1029",98.7438989232088
"1030",99.5009313401641
"1031",106.129120001428
"1032",99.8751683765332
"1033",97.8811666853
"1034",106.130752122591
"1035",99.5995239203118
"1036",99.6795847041031
"1037",99.6332906192897
"1038",99.0713746860719
"1039",100.137028481229
"1040",101.597470286241
"1041",100.405492250399
"1042",99.9523040566379
"1043",99.4693880145514
"1044",100.481193082154
"1045",100.013448278886
"1046",98.1543796694113
"1047",100.761043955321
"1048",100.399848135482
"1049",97.049305923465
"1050",100.998220344976
"1051",101.09363126699
"1052",99.0592296115358
"1053",98.5735834101928
"1054",102.591793035987
"1055",100.457475784462
"1056",101.127994341435
"1057",98.0189488716553
"1058",99.4112745450768
"1059",99.7154039282538
"1060",100.45825586483
"1061",100.024881295906
"1062",99.6201377440228
"1063",98.1030590398499
"1064",99.0800530699353
"1065",101.553258751769
"1066",99.4489127871867
"1067",101.642503648648
"1068",100.831305450686
"1069",100.224034779665
"1070",103.459118080864
"1071",100.775808374828
"1072",99.9329821071515
"1073",99.6941462259708
"1074",99.4427514615181
"1075",100.747726180701
"1076",101.198507935467
"1077",99.1118121302842
"1078",99.9281978209591
"1079",102.304382688667
"1080",101.818370392553
"1081",100.241073293093
"1082",98.5873749256001
"1083",101.849775967835
"1084",100.576160952092
"1085",101.100704771187
"1086",105.412939673875
"1087",98.9933324374693
"1088",100.946167201069
"1089",101.389285542164
"1090",99.7685934643785
"1091",100.312824955553
"1092",100.612133917867
"1093",98.1384356061371
"1094",100.151549415785
"1095",99.6471623919162
"1096",99.8515938050876
"1097",97.9701781643562
"1098",100.864925781503
"1099",99.0354731544374
"1100",102.314833048919
"1101",100.028782887726
"1102",98.3303175640713
"1103",98.9964594155925
"1104",98.5687758373369
"1105",99.0409531332668
"1106",105.539410700564
"1107",98.6848814016634
"1108",100.45133385824
"1109",100.11337613867
"1110",100.278045000959
"1111",100.474909774798
"1112",99.5710575069471
"1113",101.554490052808
"1114",99.1151469112457
"1115",100.036413226863
"1116",99.3662612711038
"1117",99.1475405994585
"1118",101.268456647773
"1119",100.397341639524
"1120",101.084668231601
"1121",99.5168347332791
"1122",100.249280968664
"1123",101.994918196778
"1124",98.1360682805723
"1125",97.4645643250641
"1126",100.805782526457
"1127",97.8561337919504
"1128",101.281872866485
"1129",98.4795494626613
"1130",100.736496822638
"1131",101.255274135068
"1132",103.228816746734
"1133",99.9872355599323
"1134",99.8006699904794
"1135",109.584884358706
"1136",99.0070924217331
"1137",109.011155815137
"1138",102.62332709279
"1139",99.4283665109516
"1140",98.9911846423131
"1141",101.378848795167
"1142",104.557037517203
"1143",100.277352543201
"1144",99.6195552188231
"1145",98.8123700540022
"1146",100.024656403923
"1147",100.308830231568
"1148",100.096748970263
"1149",98.8159037229567
"1150",103.115506343994
"1151",92.4337551587662
"1152",101.581831356575
"1153",100.151414837106
"1154",99.5449918894507
"1155",98.0649060107413
"1156",99.2884438853874
"1157",101.079898278944
"1158",99.5810666188882
"1159",100.169140379566
"1160",99.0617623937682
"1161",98.8740946575517
"1162",99.6753426566414
"1163",100.447899728533
"1164",95.0598954016782
"1165",99.6775560285968
"1166",100.425888834315
"1167",103.248156848582
"1168",100.788579961049
"1169",99.463609930225
"1170",96.4393363346497
"1171",99.7382333145079
"1172",99.5240707821461
"1173",100.118801054688
"1174",97.5220292722173
"1175",101.189349491727
"1176",99.5558775248567
"1177",100.013667437434
"1178",97.0974262313172
"1179",97.334520061996
"1180",106.227045117548
"1181",101.437624658605
"1182",98.9384866905598
"1183",100.718326482864
"1184",99.5986078429832
"1185",97.7502019755561
"1186",100.19114396397
"1187",101.269665841354
"1188",98.7369173263323
"1189",101.593352272651
"1190",99.6633749811766
"1191",100.904735186337
"1192",100.781414986555
"1193",99.8870877578619
"1194",101.792218028045
"1195",99.5053611797444
"1196",103.794529542878
"1197",100.452608749047
"1198",99.0797111265571
"1199",100.691097556102
"1200",99.2381045441791
"1201",100.335550416188
"1202",99.2010582852203
"1203",108.73936507323
"1204",102.699940400807
"1205",98.2853131481632
"1206",98.3860930363006
"1207",101.718793426986
"1208",98.1699374798412
"1209",99.5963301778824
"1210",99.7833948690185
"1211",98.0293419859483
"1212",101.202018699982
"1213",99.8522456192396
"1214",98.3548802391652
"1215",100.268904454589
"1216",100.995256655288
"1217",100.204519379727
"1218",100.223172738731
"1219",100.24314619891
"1220",96.8351262670869
"1221",97.781744478891
"1222",100.533901432885
"1223",100.409041687999
"1224",101.758322725854
"1225",100.304803606229
"1226",101.787877068158
"1227",99.6447422273557
"1228",99.6749007222379
"1229",100.437122718463
"1230",97.6205636485267
"1231",98.6962802519876
"1232",101.977215258026
"1233",100.620841807981
"1234",98.3828283887317
"1235",100.144622289403
"1236",100.475789198522
"1237",99.3876442313936
"1238",100.33541563844
"1239",101.653854097922
"1240",100.924112925854
"1241",99.4437566250144
"1242",101.129881813074
"1243",100.845357764274
"1244",102.321696877954
"1245",99.7334819718165
"1246",99.5660442668596
"1247",99.0499336753561
"1248",101.246879207508
"1249",98.8471371473027
"1250",96.5467156207826
"1251",100.0776033464
"1252",100.437048823503
"1253",96.8242055709319
"1254",95.2430629888148
"1255",98.7288256616535
"1256",107.490599061288
"1257",102.190993018749
"1258",100.350494524386
"1259",100.430209198404
"1260",99.9360610773866
"1261",100.541599595083
"1262",99.804536589617
"1263",99.261305823847
"1264",102.344131754652
"1265",100.555926473597
"1266",98.2940893221668
"1267",101.184292989566
"1268",102.101238638782
"1269",100.58835644249
"1270",99.4732109892036
"1271",101.331196601857
"1272",101.340929197762
"1273",100.148628547439
"1274",101.692754432352
"1275",102.07525774795
"1276",99.0537245518214
"1277",95.765653448644
"1278",101.757081840332
"1279",99.5710851408628
"1280",98.9038116576538
"1281",100.970238057717
"1282",100.435487318929
"1283",102.161908936449
"1284",98.5201121631337
"1285",99.3265339891304
"1286",99.7825724294365
"1287",100.322722252894
"1288",97.8928633770232
"1289",100.891633882409
"1290",100.040143089989
"1291",100.043111826196
"1292",99.469660675537
"1293",101.413396862514
"1294",100.959286912495
"1295",100.541198638292
"1296",100.070786566583
"1297",98.9706595182148
"1298",96.3269508637005
"1299",102.671084520133
"1300",98.556752205904
"1301",99.7679762804266
"1302",98.6476989697548
"1303",103.647093615973
"1304",101.101149133231
"1305",100.085476217102
"1306",100.439247740001
"1307",100.090278717044
"1308",100.603956446203
