Date;Open;High;Low;Close;Adj Close;Volume
2001-02-08;20.900000;21.000000;20.600000;20.900000;12.098295;149000
2001-02-09;20.900000;20.900000;20.900000;20.900000;12.098295;0
2001-02-12;21.400000;21.424999;21.049999;21.400000;12.387726;177000
2001-02-13;21.200001;21.318750;21.040625;21.200001;12.271954;188500
2001-02-14;21.250000;21.600000;21.237499;21.250000;12.300897;364500
2001-02-15;20.725000;21.049999;20.650000;20.725000;11.996994;168500
2001-02-16;20.799999;20.799999;20.525000;20.799999;12.040405;58000
2001-02-20;20.325001;20.700001;20.299999;20.325001;11.765445;288000
2001-02-21;20.700001;20.924999;20.503124;20.700001;11.982522;121000
2001-02-22;21.000000;21.100000;20.640625;21.000000;12.156180;221000
2001-02-23;21.100000;21.518749;21.100000;21.100000;12.214067;230000
2001-02-26;21.250000;21.450001;21.174999;21.250000;12.300897;119000
2001-02-27;21.400000;21.559376;21.200001;21.400000;12.387726;213000
2001-02-28;22.040625;22.140625;21.700001;22.040625;12.758562;416500
2001-03-01;21.850000;22.100000;21.500000;21.850000;12.648219;166000
2001-03-02;21.850000;21.850000;21.850000;21.850000;12.648219;0
2001-03-05;22.025000;22.350000;22.000000;22.025000;12.749517;291500
2001-03-06;21.850000;22.100000;21.725000;21.850000;12.648219;104500
2001-03-07;21.900000;22.118750;21.799999;21.900000;12.677159;187500
2001-03-08;21.940624;22.000000;21.540625;21.940624;12.700675;88000
2001-03-09;21.900000;22.000000;21.700001;21.900000;12.677159;85000
2001-03-12;21.799999;21.850000;21.475000;21.799999;12.619275;353500
2001-03-13;21.299999;21.640625;21.218750;21.299999;12.329837;164000
2001-03-14;20.600000;21.100000;20.549999;20.600000;11.924635;143000
2001-03-15;20.049999;20.650000;20.049999;20.049999;11.606257;233000
2001-03-16;19.840626;20.299999;19.700001;19.840626;11.485058;669000
2001-03-19;19.900000;20.049999;19.700001;19.900000;11.519427;162500
2001-03-20;19.600000;20.100000;19.500000;19.600000;11.345769;96000
2001-03-21;19.700001;20.000000;19.525000;19.700001;11.403653;181000
2001-03-22;19.150000;19.700001;19.000000;19.150000;11.085279;172000
2001-03-23;19.799999;19.950001;19.450001;19.799999;11.461541;209000
2001-03-26;20.174999;20.450001;19.900000;20.174999;11.678617;417500
2001-03-27;20.174999;20.450001;20.100000;20.174999;11.678617;152500
2001-03-28;20.150000;20.400000;20.000000;20.150000;11.664143;100000
2001-03-29;20.500000;20.700001;20.350000;20.500000;11.866748;54000
2001-03-30;20.674999;21.000000;20.600000;20.674999;12.157227;131000
2001-04-02;20.450001;20.549999;20.250000;20.450001;12.024924;184000
2001-04-03;20.250000;20.650000;20.200001;20.250000;11.907322;155000
2001-04-04;20.525000;20.900000;20.500000;20.525000;12.069023;133500
2001-04-05;21.100000;21.318750;20.799999;21.100000;12.407134;327500
2001-04-06;21.000000;21.299999;21.000000;21.000000;12.348332;88500
2001-04-09;21.299999;21.400000;21.200001;21.299999;12.524734;62000
2001-04-10;21.350000;21.500000;21.150000;21.350000;12.554138;129500
2001-04-11;21.000000;21.450001;20.900000;21.000000;12.348332;663000
2001-04-12;21.150000;21.500000;21.150000;21.150000;12.436535;189500
2001-04-16;21.150000;21.424000;21.000000;21.150000;12.436535;268000
2001-04-17;20.950001;21.250000;20.850000;20.950001;12.318933;94000
2001-04-18;20.799999;21.200001;20.700001;20.799999;12.230727;245500
2001-04-19;20.450001;20.750000;20.299999;20.450001;12.024924;133000
2001-04-20;20.500000;20.799999;20.450001;20.500000;12.054324;53000
2001-04-23;20.500000;20.799999;20.450001;20.500000;12.054324;179000
2001-04-24;20.676001;20.950001;20.500000;20.676001;12.157813;250500
2001-04-25;20.450001;20.700001;20.299999;20.450001;12.024924;96000
2001-04-26;20.950001;21.200001;20.799999;20.950001;12.318933;53500
2001-04-27;20.726000;21.150000;20.726000;20.726000;12.187216;160000
2001-04-30;20.799999;21.000000;20.600000;20.799999;12.230727;93000
2001-05-01;20.750000;20.950001;20.625999;20.750000;12.201327;57500
2001-05-02;21.000000;21.049999;20.775999;21.000000;12.348332;211000
2001-05-03;20.900000;20.959999;20.600000;20.900000;12.289533;277000
2001-05-04;20.900000;21.200001;20.750000;20.900000;12.289533;63500
2001-05-07;21.040001;21.250000;20.950001;21.040001;12.371852;86000
2001-05-08;21.049999;21.226000;20.950001;21.049999;12.377732;56000
2001-05-09;20.650000;21.062000;20.500000;20.650000;12.142527;118000
2001-05-10;20.600000;20.799999;20.549999;20.600000;12.113128;147500
2001-05-11;20.426001;20.799999;20.299999;20.426001;12.010813;73500
2001-05-14;20.709999;20.709999;20.480000;20.709999;12.177808;269500
2001-05-15;20.900000;21.000000;20.600000;20.900000;12.289533;167000
2001-05-16;21.299999;21.400000;20.799999;21.299999;12.524734;215500
2001-05-17;21.350000;21.350000;21.049999;21.350000;12.554138;165000
2001-05-18;21.299999;21.400000;21.080000;21.299999;12.524734;204000
2001-05-21;21.000000;21.250000;20.959999;21.000000;12.348332;55500
2001-05-22;20.976000;21.250000;20.820000;20.976000;12.334218;137000
2001-05-23;20.775999;21.000000;20.700001;20.775999;12.216617;172000
2001-05-24;20.775999;21.000000;20.750000;20.775999;12.216617;91500
2001-05-25;21.000000;21.000000;20.500000;21.000000;12.348332;195500
2001-05-29;20.424000;20.549999;20.250000;20.424000;12.009635;95500
2001-05-30;20.559999;20.750000;20.500000;20.559999;12.089605;90500
2001-05-31;20.700001;20.799999;20.500000;20.700001;12.171928;47000
2001-06-01;20.525999;20.930000;20.525999;20.525999;12.069613;92500
2001-06-04;20.860001;21.049999;20.650000;20.860001;12.266010;234500
2001-06-05;21.020000;21.200001;20.850000;21.020000;12.360093;87500
2001-06-06;21.100000;21.174000;20.900000;21.100000;12.407134;103500
2001-06-07;20.924000;21.250000;20.889999;20.924000;12.303641;144000
2001-06-08;20.874001;21.150000;20.799999;20.874001;12.274242;118500
2001-06-11;20.840000;21.052000;20.600000;20.840000;12.254251;37200
2001-06-12;20.940001;21.000000;20.500000;20.940001;12.313052;142200
2001-06-13;21.200001;21.500000;21.000000;21.200001;12.465937;194700
2001-06-14;21.000000;21.600000;21.000000;21.000000;12.348332;80000
2001-06-15;21.552000;21.639999;21.200001;21.552000;12.672916;253000
2001-06-18;21.400000;21.400000;21.000000;21.400000;12.583539;160000
2001-06-19;21.100000;21.600000;21.080000;21.100000;12.407134;195000
2001-06-20;21.152000;21.440001;20.952000;21.152000;12.437711;309200
2001-06-21;21.500000;21.552000;21.200001;21.500000;12.642340;70500
2001-06-22;21.000000;21.500000;21.000000;21.000000;12.348332;229200
2001-06-25;21.200001;21.520000;21.152000;21.200001;12.465937;240000
2001-06-26;21.200001;21.600000;21.200001;21.200001;12.465937;130500
2001-06-27;21.100000;21.500000;20.959999;21.100000;12.407134;166700
2001-06-28;21.280001;21.340000;20.600000;21.280001;12.512978;123200
2001-06-29;21.200001;21.400000;20.851999;21.200001;12.465937;59200
2001-07-02;21.440001;21.480000;21.000000;21.440001;12.607060;132500
2001-07-03;21.400000;21.600000;21.152000;21.400000;12.583539;76000
2001-07-05;20.799999;21.400000;20.799999;20.799999;12.230727;88000
2001-07-06;21.400000;21.600000;21.000000;21.400000;12.583539;83000
2001-07-09;21.228001;21.600000;21.100000;21.228001;12.482402;119700
2001-07-10;20.920000;21.400000;20.900000;20.920000;12.301292;59500
2001-07-11;21.600000;21.600000;21.200001;21.600000;12.701142;233200
2001-07-12;21.340000;21.440001;21.000000;21.340000;12.548256;469200
2001-07-13;20.700001;21.100000;20.520000;20.700001;12.171928;440500
2001-07-16;21.219999;21.400000;20.900000;21.219999;12.477699;199000
2001-07-17;20.799999;21.440001;20.799999;20.799999;12.230727;154700
2001-07-18;21.719999;21.740000;21.252001;21.719999;12.771702;103000
2001-07-19;21.500000;21.959999;21.500000;21.500000;12.642340;141000
2001-07-20;21.840000;22.152000;21.752001;21.840000;12.842264;83200
2001-07-23;21.700001;22.052000;21.600000;21.700001;12.759944;66200
2001-07-24;21.400000;21.840000;21.400000;21.400000;12.583539;70700
2001-07-25;21.000000;21.200001;20.600000;21.000000;12.348332;107700
2001-07-26;21.100000;21.100000;20.652000;21.100000;12.407134;89200
2001-07-27;21.200001;21.559999;20.959999;21.200001;12.465937;144000
2001-07-30;20.900000;21.552000;20.900000;20.900000;12.289533;64000
2001-07-31;21.360001;21.600000;21.000000;21.360001;12.560019;92500
2001-08-01;21.600000;22.000000;21.600000;21.600000;12.701142;149200
2001-08-02;21.940001;22.139999;21.760000;21.940001;12.901067;101700
2001-08-03;22.000000;22.059999;21.400000;22.000000;12.936347;42700
2001-08-06;21.860001;22.052000;21.400000;21.860001;12.854027;216700
2001-08-07;21.600000;21.980000;21.200001;21.600000;12.701142;168700
2001-08-08;21.840000;22.000000;21.552000;21.840000;12.842264;93700
2001-08-09;21.667999;22.000000;21.559999;21.667999;12.741129;199500
2001-08-10;21.340000;21.580000;21.200001;21.340000;12.548256;60200
2001-08-13;21.600000;22.299999;21.600000;21.600000;12.701142;93200
2001-08-14;22.000000;22.400000;22.000000;22.000000;12.936347;76200
2001-08-15;21.851999;22.252001;21.719999;21.851999;12.849323;57700
2001-08-16;21.480000;21.900000;21.351999;21.480000;12.630578;153000
2001-08-17;21.500000;21.719999;21.100000;21.500000;12.642340;172200
2001-08-20;21.459999;21.660000;21.152000;21.459999;12.618819;80700
2001-08-21;21.752001;22.340000;21.752001;21.752001;12.790523;382500
2001-08-22;21.760000;22.600000;21.340000;21.760000;12.795226;188500
2001-08-23;21.100000;21.400000;21.040001;21.100000;12.407134;133200
2001-08-24;21.100000;21.299999;20.700001;21.100000;12.407134;99500
2001-08-27;21.100000;21.440001;21.000000;21.100000;12.407134;145500
2001-08-28;21.120001;21.351999;20.799999;21.120001;12.418896;231200
2001-08-29;20.851999;21.160000;20.700001;20.851999;12.261304;183000
2001-08-30;20.851999;21.100000;20.452000;20.851999;12.261304;130200
2001-08-31;21.260000;21.600000;20.940001;21.260000;12.501217;68200
2001-09-04;20.600000;20.952000;20.400000;20.600000;12.113128;109700
2001-09-05;20.600000;20.920000;20.400000;20.600000;12.113128;57000
2001-09-06;20.252001;20.900000;20.252001;20.252001;11.908499;91500
2001-09-07;20.252001;20.799999;20.000000;20.252001;11.908499;147200
2001-09-10;20.000000;20.280001;19.900000;20.000000;11.760319;466700
2001-09-17;20.700001;21.500000;16.600000;20.700001;12.171928;268000
2001-09-18;20.760000;21.600000;20.400000;20.760000;12.207209;126200
2001-09-19;20.700001;21.400000;20.700001;20.700001;12.171928;247000
2001-09-20;19.900000;20.299999;19.600000;19.900000;11.701515;946000
2001-09-21;18.400000;20.200001;18.400000;18.400000;10.819489;293000
2001-09-24;19.200001;19.799999;19.200001;19.200001;11.289903;517200
2001-09-25;19.840000;23.799999;19.400000;19.840000;11.666236;113700
2001-09-26;19.799999;20.360001;19.680000;19.799999;11.642713;225000
2001-09-27;20.379999;20.639999;20.000000;20.379999;11.983764;142700
2001-09-28;21.200001;21.400000;20.700001;21.200001;12.465937;256000
2001-10-01;20.700001;21.000000;20.400000;20.700001;12.171928;109500
2001-10-02;20.879999;21.200001;20.600000;20.879999;12.277769;79700
2001-10-03;20.820000;21.200001;20.520000;20.820000;12.242487;190200
2001-10-04;21.160000;21.400000;20.799999;21.160000;12.442416;178500
2001-10-05;21.240000;21.600000;21.100000;21.240000;12.489455;72700
2001-10-08;21.400000;21.760000;21.200001;21.400000;12.583539;177700
2001-10-09;21.280001;21.680000;20.900000;21.280001;12.512978;303700
2001-10-10;21.200001;21.280001;20.799999;21.200001;12.465937;157000
2001-10-11;20.400000;20.600000;20.080000;20.400000;11.995521;390700
2001-10-12;20.020000;20.200001;19.700001;20.020000;11.772079;103000
2001-10-15;20.100000;20.320000;19.940001;20.100000;11.819116;104200
2001-10-16;19.680000;20.400000;19.400000;19.680000;11.572151;141200
2001-10-17;19.240000;19.600000;19.100000;19.240000;11.313427;127700
2001-10-18;19.920000;20.080000;19.639999;19.920000;11.713277;82000
2001-10-19;20.860001;20.900000;20.059999;20.860001;12.266010;286700
2001-10-22;20.700001;20.860001;20.400000;20.700001;12.171928;168000
2001-10-23;20.600000;20.799999;20.299999;20.600000;12.113128;1408000
2001-10-24;20.559999;20.900000;20.500000;20.559999;12.089605;118500
2001-10-25;20.304001;20.799999;20.260000;20.304001;11.939075;221000
2001-10-26;20.600000;20.799999;20.400000;20.600000;12.113128;146000
2001-10-29;20.700001;20.952000;20.500000;20.700001;12.171928;1529700
2001-10-30;20.719999;20.952000;20.511999;20.719999;12.183686;279500
2001-10-31;20.799999;21.040001;20.680000;20.799999;12.230727;120200
2001-11-01;21.379999;21.400000;21.000000;21.379999;12.571779;253700
2001-11-02;21.056000;21.400000;20.900000;21.056000;12.381262;134200
2001-11-05;21.180000;21.400000;20.900000;21.180000;12.454177;183000
2001-11-06;21.200001;21.440001;20.860001;21.200001;12.465937;307700
2001-11-07;20.900000;21.540001;20.799999;20.900000;12.289533;211000
2001-11-08;21.200001;21.400000;20.900000;21.200001;12.465937;407000
2001-11-09;20.988001;21.340000;20.799999;20.988001;12.341276;121700
2001-11-12;21.200001;21.340000;20.799999;21.200001;12.465937;207200
2001-11-13;20.900000;21.200001;20.420000;20.900000;12.289533;160700
2001-11-14;20.900000;20.900000;20.900000;20.900000;12.289533;0
2001-11-15;21.100000;21.400000;20.879999;21.100000;12.407134;132500
2001-11-16;21.520000;21.520000;21.040001;21.520000;12.654101;325000
2001-11-19;21.280001;21.299999;20.879999;21.280001;12.512978;155700
2001-11-20;20.940001;21.299999;20.900000;20.940001;12.313052;108200
2001-11-21;21.200001;21.500000;20.940001;21.200001;12.465937;333700
2001-11-23;20.900000;21.160000;20.500000;20.900000;12.289533;128200
2001-11-26;20.760000;21.100000;20.600000;20.760000;12.207209;478200
2001-11-27;20.719999;21.059999;20.639999;20.719999;12.183686;87500
2001-11-28;20.299999;20.740000;20.252001;20.299999;11.936723;625200
2001-11-29;20.639999;20.879999;20.400000;20.639999;12.136644;740200
2001-11-30;20.600000;21.115999;20.520000;20.600000;12.113128;271000
2001-12-03;20.459999;20.940001;20.440001;20.459999;12.030807;109500
2001-12-04;21.059999;21.240000;20.840000;21.059999;12.383614;186700
2001-12-05;20.940001;21.200001;20.700001;20.940001;12.313052;128500
2001-12-06;20.900000;20.900000;20.400000;20.900000;12.289533;217000
2001-12-07;20.400000;20.900000;20.052000;20.400000;11.995521;355200
2001-12-10;20.160000;20.600000;19.799999;20.160000;11.854399;175000
2001-12-11;20.100000;21.180000;19.799999;20.100000;11.819116;255000
2001-12-12;20.552000;20.639999;20.200001;20.552000;12.084901;299200
2001-12-13;20.139999;20.559999;20.000000;20.139999;11.842638;218200
2001-12-14;20.500000;20.600000;20.200001;20.500000;12.054324;210200
2001-12-17;20.639999;20.879999;20.200001;20.639999;12.136644;300700
2001-12-18;20.528000;20.879999;20.400000;20.528000;12.070788;556000
2001-12-19;20.200001;20.719999;20.139999;20.200001;11.877920;282200
2001-12-20;20.959999;21.299999;20.100000;20.959999;12.324810;188200
2001-12-21;21.040001;21.500000;21.000000;21.040001;12.371852;175500
2001-12-24;20.600000;21.000000;20.559999;20.600000;12.113128;87000
2001-12-26;20.600000;20.600000;20.600000;20.600000;12.113128;0
2001-12-27;21.000000;21.100000;20.400000;21.000000;12.348332;151200
2001-12-28;21.000000;21.000000;21.000000;21.000000;12.348332;0
2001-12-31;21.299999;21.500000;21.040001;21.299999;12.524734;156200
2002-01-02;21.320000;21.700001;21.200001;21.320000;12.536494;192500
2002-01-03;21.440001;21.600000;21.160000;21.440001;12.607060;536700
2002-01-04;21.299999;21.452000;21.000000;21.299999;12.524734;202000
2002-01-07;21.292000;21.600000;21.100000;21.292000;12.520031;135700
2002-01-08;21.299999;21.320000;20.639999;21.299999;12.524734;252500
2002-01-09;20.920000;21.400000;20.639999;20.920000;12.301292;127500
2002-01-10;21.200001;21.200001;16.959999;21.020000;12.360093;98700
2002-01-11;21.200001;21.420000;20.959999;21.200001;12.465937;1109000
2002-01-14;21.100000;21.340000;21.052000;21.100000;12.407134;137500
2002-01-15;21.400000;21.420000;20.639999;21.400000;12.583539;154200
2002-01-16;21.200001;21.200001;20.900000;21.200001;12.465937;84700
2002-01-17;21.400000;21.500000;21.200001;21.400000;12.583539;101700
2002-01-18;21.500000;21.900000;21.340000;21.500000;12.642340;162000
2002-01-22;22.000000;22.100000;21.760000;22.000000;12.936347;295000
2002-01-23;22.200001;22.400000;21.820000;22.200001;13.053952;933500
2002-01-24;22.080000;22.360001;22.000000;22.080000;12.983389;277700
2002-01-25;21.700001;21.799999;21.500000;21.700001;12.759944;149500
2002-01-28;21.620001;21.900000;21.440001;21.620001;12.712903;71200
2002-01-29;21.540001;21.820000;21.280001;21.540001;12.665859;123200
2002-01-30;21.700001;21.760000;21.379999;21.700001;12.759944;103200
2002-01-31;21.459999;21.799999;21.459999;21.459999;12.618819;189500
2002-02-01;21.652000;22.000000;21.600000;21.652000;12.731718;229000
2002-02-04;21.900000;22.100000;21.700001;21.900000;12.877547;124700
2002-02-05;22.000000;22.400000;21.799999;22.000000;12.936347;89000
2002-02-06;21.799999;22.000000;21.620001;21.799999;12.818748;310200
2002-02-07;21.959999;22.200001;21.600000;21.959999;12.912827;86700
2002-02-08;21.900000;22.200001;21.799999;21.900000;12.877547;101500
2002-02-11;22.340000;22.400000;21.892000;22.340000;13.136275;617000
2002-02-12;22.219999;22.360001;22.052000;22.219999;13.065709;529700
2002-02-13;22.280001;22.320000;22.040001;22.280001;13.100994;1069200
2002-02-14;22.280001;22.400000;22.000000;22.280001;13.100994;281000
2002-02-15;22.240000;22.360001;22.100000;22.240000;13.077473;102000
2002-02-19;22.040001;22.379999;21.900000;22.040001;12.959871;268000
2002-02-20;22.139999;22.240000;21.799999;22.139999;13.018671;144700
2002-02-21;22.059999;22.360001;21.980000;22.059999;12.971627;96000
2002-02-22;22.059999;22.059999;22.059999;22.059999;12.971627;0
2002-02-25;22.200001;22.299999;21.860001;22.200001;13.053952;207500
2002-02-26;22.100000;22.260000;21.799999;22.100000;12.995150;444500
2002-02-27;22.280001;22.299999;20.639999;22.280001;13.100994;1228500
2002-02-28;22.040001;22.299999;22.000000;22.040001;12.959871;574200
2002-03-01;22.040001;22.040001;22.040001;22.040001;12.959871;0
2002-03-04;21.840000;21.900000;21.299999;21.840000;12.842264;1418500
2002-03-05;21.600000;21.719999;21.299999;21.600000;12.701142;1056700
2002-03-06;21.799999;21.920000;21.400000;21.799999;12.818748;458000
2002-03-07;21.719999;21.799999;21.400000;21.719999;12.771702;1154200
2002-03-08;21.900000;22.040001;21.700001;21.900000;12.877547;327500
2002-03-11;21.959999;22.000000;21.660000;21.959999;12.912827;165700
2002-03-12;22.000000;22.360001;21.799999;22.000000;12.936347;147000
2002-03-13;21.900000;22.299999;21.760000;21.900000;12.877547;1065200
2002-03-14;22.100000;22.240000;20.900000;22.100000;12.995150;594700
2002-03-15;22.200001;22.240000;21.840000;22.200001;13.053952;398500
2002-03-18;22.200001;22.240000;21.959999;22.200001;13.053952;679200
2002-03-19;22.080000;22.379999;21.900000;22.080000;12.983389;284200
2002-03-20;22.100000;22.400000;22.000000;22.100000;12.995150;400500
2002-03-21;22.400000;22.639999;22.299999;22.400000;13.171555;161000
2002-03-22;22.420000;22.500000;22.200001;22.420000;13.183315;139700
2002-03-25;22.360001;22.500000;22.100000;22.360001;13.148039;206700
2002-03-26;22.540001;22.600000;22.200001;22.540001;13.253878;501700
2002-03-27;22.500000;22.600000;22.200001;22.500000;13.230360;339200
2002-03-28;22.240000;22.440001;22.000000;22.240000;13.077473;243200
2002-04-01;22.500000;22.600000;22.040001;22.500000;13.230360;287500
2002-04-02;22.719999;22.760000;22.500000;22.719999;13.359718;229200
2002-04-03;22.620001;22.840000;22.600000;22.620001;13.300920;77200
2002-04-04;22.680000;22.940001;22.600000;22.680000;13.336200;250200
2002-04-05;22.440001;23.000000;22.400000;22.440001;13.422333;631700
2002-04-08;22.559999;22.799999;22.200001;22.559999;13.494109;337500
2002-04-09;22.559999;22.920000;22.400000;22.559999;13.494109;872500
2002-04-10;22.680000;23.000000;22.299999;22.680000;13.565887;517200
2002-04-11;22.320000;22.680000;22.160000;22.320000;13.350554;566200
2002-04-12;22.139999;22.680000;22.052000;22.139999;13.242889;1082700
2002-04-15;22.280001;22.760000;22.200001;22.280001;13.326631;414500
2002-04-16;22.620001;22.900000;22.320000;22.620001;13.529999;509000
2002-04-17;22.600000;22.900000;22.600000;22.600000;13.518034;245000
2002-04-18;22.900000;23.000000;22.700001;22.900000;13.697478;132200
2002-04-19;23.040001;23.100000;22.760000;23.040001;13.781219;157500
2002-04-22;23.040001;23.040001;23.040001;23.040001;13.781219;0
2002-04-23;23.000000;23.160000;22.799999;23.000000;13.757292;313500
2002-04-24;23.040001;23.299999;22.860001;23.040001;13.781219;991000
2002-04-25;23.240000;23.480000;23.040001;23.240000;13.900844;96200
2002-04-26;23.200001;23.500000;22.900000;23.200001;13.876922;320500
2002-04-29;23.600000;23.600000;23.280001;23.600000;14.116180;134000
2002-04-30;23.500000;23.700001;23.360001;23.500000;14.056364;137000
2002-05-01;23.900000;23.959999;23.299999;23.900000;14.295620;193500
2002-05-02;24.240000;24.400000;24.000000;24.240000;14.498991;127700
2002-05-03;24.820000;24.900000;24.500000;24.820000;14.845914;133700
2002-05-06;24.879999;24.920000;24.600000;24.879999;14.881800;140200
2002-05-07;24.440001;24.660000;24.260000;24.440001;14.618616;564500
2002-05-08;23.940001;24.200001;23.700001;23.940001;14.319547;354000
2002-05-09;24.160000;24.240000;23.900000;24.160000;14.451138;355000
2002-05-10;24.000000;24.120001;23.900000;24.000000;14.355433;364000
2002-05-13;23.940001;24.000000;23.740000;23.940001;14.319547;360200
2002-05-14;23.799999;23.879999;23.420000;23.799999;14.235807;381500
2002-05-15;23.820000;23.980000;23.700001;23.820000;14.247770;394500
2002-05-16;24.180000;24.299999;23.900000;24.180000;14.463099;265700
2002-05-17;24.200001;24.200001;23.879999;24.200001;14.475065;408200
2002-05-20;23.980000;24.100000;23.799999;23.980000;14.343473;301700
2002-05-21;24.100000;24.120001;23.799999;24.100000;14.415250;317200
2002-05-22;24.240000;24.320000;24.000000;24.240000;14.498991;146700
2002-05-23;24.000000;24.200001;23.799999;24.000000;14.355433;543000
2002-05-24;23.879999;23.959999;23.620001;23.879999;14.283656;426200
2002-05-28;24.200001;24.219999;23.700001;24.200001;14.475065;383700
2002-05-29;24.120001;24.200001;23.100000;24.120001;14.427215;168000
2002-05-30;24.100000;24.340000;23.900000;24.100000;14.415250;420200
2002-05-31;24.100000;24.100000;24.100000;24.100000;14.415250;0
2002-06-03;24.200001;24.480000;24.059999;24.200001;14.475065;412700
2002-06-04;24.080000;24.400000;24.000000;24.080000;14.403290;139700
2002-06-05;23.959999;24.139999;23.740000;23.959999;14.331508;1583500
2002-06-06;24.100000;24.200001;23.860001;24.100000;14.415250;180500
2002-06-07;23.840000;24.000000;23.719999;23.840000;14.259733;164700
